user.id,age
2,23.0
8,27.0
9,25.0
10,26.0
11,29.0
13,13.0
20,26.0
26,19.0
27,18.0
29,23.0
31,18.0
33,16.0
35,20.0
36,24.0
38,18.0
48,26.0
49,23.0
53,22.0
54,18.0
59,23.0
66,34.0
68,28.0
72,24.0
76,20.0
83,33.0
89,33.0
90,25.0
91,15.0
94,26.0
95,27.0
96,24.0
101,16.0
105,25.0
108,30.0
115,28.0
119,25.0
120,22.0
123,31.0
124,26.0
126,15.0
134,18.0
137,25.0
140,25.0
142,25.0
144,26.0
145,25.0
146,29.0
147,33.0
154,30.0
155,24.0
157,26.0
166,26.0
167,24.0
169,24.0
172,17.0
175,33.0
183,22.0
184,26.0
185,27.0
188,27.0
194,16.0
200,28.0
204,15.0
216,16.0
217,16.0
221,27.0
222,28.0
223,16.0
229,16.0
230,32.0
232,16.0
236,21.0
240,38.0
242,30.0
246,23.0
247,16.0
250,28.0
260,19.0
263,25.0
265,16.0
267,14.0
270,29.0
271,20.0
273,15.0
275,26.0
276,26.0
277,22.0
282,29.0
283,25.0
288,33.0
289,26.0
290,18.0
298,24.0
300,15.0
303,30.0
304,19.0
305,36.0
306,25.0
307,14.0
312,21.0
320,29.0
321,29.0
323,16.0
325,15.0
327,25.0
330,16.0
331,16.0
332,13.0
333,15.0
334,14.0
339,19.0
341,33.0
342,30.0
354,18.0
355,28.0
364,29.0
365,19.0
370,26.0
378,23.0
379,18.0
387,19.0
392,32.0
401,20.0
402,16.0
406,22.0
408,19.0
409,19.0
410,28.0
411,15.0
413,18.0
416,25.0
417,15.0
421,17.0
424,16.0
426,30.0
430,26.0
432,26.0
433,29.0
434,14.0
435,27.0
436,35.0
440,26.0
446,13.0
451,25.0
452,36.0
453,28.0
454,26.0
458,25.0
462,21.0
465,22.0
466,30.0
468,28.0
470,18.0
471,30.0
477,31.0
480,15.0
485,20.0
486,25.0
488,16.0
496,35.0
502,25.0
503,26.0
504,25.0
505,31.0
506,26.0
507,19.0
513,32.0
515,22.0
516,22.0
517,22.0
521,24.0
526,15.0
529,16.0
530,16.0
534,15.0
536,30.0
538,16.0
542,29.0
546,15.0
552,29.0
561,37.0
563,27.0
564,22.0
569,15.0
572,17.0
574,29.0
577,18.0
578,16.0
584,16.0
587,16.0
588,18.0
589,16.0
596,21.0
597,28.0
598,16.0
602,21.0
604,17.0
607,25.0
609,16.0
613,31.0
617,27.0
620,16.0
624,16.0
626,16.0
633,14.0
639,14.0
640,25.0
646,16.0
647,20.0
650,29.0
662,24.0
665,16.0
666,19.0
670,19.0
671,26.0
673,18.0
681,17.0
682,16.0
684,27.0
686,17.0
702,25.0
703,24.0
710,17.0
714,31.0
715,26.0
716,30.0
717,17.0
718,23.0
722,29.0
723,16.0
726,26.0
734,29.0
736,26.0
737,15.0
739,20.0
740,25.0
749,19.0
755,28.0
759,32.0
760,14.0
761,37.0
762,28.0
763,14.0
764,21.0
766,27.0
767,24.0
768,17.0
769,32.0
770,29.0
771,18.0
772,19.0
774,27.0
775,26.0
778,17.0
779,15.0
780,21.0
784,28.0
785,28.0
787,15.0
788,36.0
790,15.0
795,17.0
797,28.0
800,28.0
801,16.0
807,24.0
808,26.0
809,18.0
810,21.0
811,24.0
822,28.0
824,21.0
827,33.0
828,15.0
830,30.0
832,16.0
834,18.0
845,19.0
849,28.0
856,28.0
858,18.0
861,15.0
864,18.0
867,22.0
873,17.0
877,15.0
882,31.0
886,19.0
887,15.0
890,14.0
895,21.0
903,16.0
907,11.0
919,36.0
923,26.0
931,29.0
932,14.0
936,19.0
948,23.0
950,33.0
952,18.0
954,17.0
956,14.0
961,34.0
962,15.0
964,17.0
967,32.0
969,30.0
970,19.0
971,29.0
972,35.0
973,23.0
976,15.0
977,14.0
984,17.0
988,15.0
989,21.0
991,38.0
996,22.0
997,15.0
1001,21.0
1002,15.0
1005,28.0
1008,32.0
1009,14.0
1014,20.0
1016,18.0
1017,18.0
1018,25.0
1019,18.0
1022,26.0
1025,18.0
1030,34.0
1031,27.0
1034,27.0
1036,28.0
1037,16.0
1043,28.0
1044,16.0
1048,28.0
1051,25.0
1060,32.0
1062,25.0
1066,27.0
1068,30.0
1070,25.0
1072,29.0
1075,16.0
1077,19.0
1078,14.0
1079,24.0
1080,16.0
1084,17.0
1085,17.0
1086,20.0
1087,21.0
1090,20.0
1092,18.0
1094,18.0
1098,26.0
1102,32.0
1103,26.0
1107,27.0
1109,26.0
1110,23.0
1115,29.0
1119,31.0
1123,13.0
1127,27.0
1142,24.0
1143,17.0
1150,24.0
1151,15.0
1156,27.0
1162,31.0
1164,14.0
1165,15.0
1166,29.0
1167,31.0
1170,32.0
1172,13.0
1175,20.0
1179,17.0
1181,25.0
1183,33.0
1185,17.0
1187,22.0
1189,27.0
1190,14.0
1191,27.0
1195,29.0
1196,25.0
1208,24.0
1216,30.0
1217,16.0
1219,15.0
1226,19.0
1229,16.0
1230,17.0
1231,30.0
1233,21.0
1235,29.0
1237,15.0
1238,16.0
1239,31.0
1246,24.0
1247,14.0
1258,16.0
1263,19.0
1274,19.0
1283,24.0
1293,27.0
1295,24.0
1298,29.0
1299,24.0
1303,25.0
1304,15.0
1306,29.0
1311,20.0
1315,30.0
1319,16.0
1329,27.0
1330,20.0
1331,15.0
1332,30.0
1335,19.0
1338,23.0
1343,16.0
1347,26.0
1354,18.0
1359,22.0
1360,23.0
1363,24.0
1364,16.0
1365,18.0
1377,14.0
1381,33.0
1382,17.0
1384,17.0
1386,27.0
1393,27.0
1395,25.0
1398,35.0
1400,16.0
1406,28.0
1407,26.0
1408,16.0
1412,21.0
1415,23.0
1422,31.0
1423,26.0
1426,28.0
1429,24.0
1432,25.0
1437,19.0
1442,25.0
1450,30.0
1458,14.0
1464,19.0
1470,26.0
1471,19.0
1472,29.0
1476,32.0
1478,26.0
1479,16.0
1480,24.0
1481,18.0
1483,18.0
1486,18.0
1489,28.0
1490,26.0
1493,27.0
1494,19.0
1501,30.0
1503,26.0
1511,16.0
1521,15.0
1525,30.0
1526,20.0
1531,15.0
1536,29.0
1538,27.0
1547,26.0
1549,31.0
1556,26.0
1557,24.0
1573,24.0
1576,15.0
1580,18.0
1583,23.0
1585,28.0
1587,24.0
1588,17.0
1589,32.0
1591,22.0
1594,20.0
1596,22.0
1597,14.0
1615,37.0
1618,30.0
1619,26.0
1623,13.0
1626,16.0
1634,16.0
1639,23.0
1641,15.0
1643,27.0
1644,17.0
1645,31.0
1647,29.0
1649,25.0
1652,17.0
1653,17.0
1654,22.0
1658,16.0
1659,16.0
1661,16.0
1662,14.0
1667,26.0
1669,10.0
1671,19.0
1675,30.0
1680,31.0
1682,33.0
1683,31.0
1684,32.0
1686,16.0
1687,16.0
1689,25.0
1690,19.0
1692,15.0
1693,28.0
1697,15.0
1700,30.0
1701,28.0
1702,16.0
1704,33.0
1708,27.0
1714,21.0
1715,29.0
1716,26.0
1721,21.0
1723,15.0
1724,18.0
1731,25.0
1732,15.0
1734,18.0
1735,15.0
1739,15.0
1742,28.0
1746,27.0
1748,16.0
1750,18.0
1754,23.0
1757,20.0
1758,26.0
1760,27.0
1769,34.0
1774,27.0
1776,26.0
1780,20.0
1781,28.0
1783,29.0
1785,17.0
1786,24.0
1788,25.0
1789,17.0
1795,27.0
1796,16.0
1798,18.0
1799,24.0
1803,20.0
1805,17.0
1807,17.0
1809,29.0
1811,17.0
1819,24.0
1820,22.0
1826,26.0
1829,32.0
1833,30.0
1837,30.0
1839,21.0
1842,15.0
1844,17.0
1849,23.0
1850,33.0
1852,26.0
1854,27.0
1858,25.0
1859,32.0
1863,21.0
1864,24.0
1865,25.0
1866,19.0
1867,22.0
1869,30.0
1871,22.0
1876,26.0
1877,22.0
1883,15.0
1887,33.0
1891,26.0
1893,17.0
1894,15.0
1895,26.0
1898,29.0
1900,20.0
1906,30.0
1908,27.0
1909,24.0
1910,27.0
1917,31.0
1918,24.0
1922,24.0
1923,14.0
1929,13.0
1930,31.0
1932,32.0
1933,15.0
1939,16.0
1949,18.0
1963,21.0
1967,12.0
1968,15.0
1977,16.0
1983,29.0
1992,25.0
1994,29.0
2007,29.0
2011,28.0
2014,22.0
2018,30.0
2019,27.0
2021,32.0
2023,16.0
2025,16.0
2028,26.0
2032,15.0
2035,34.0
2036,22.0
2038,14.0
2039,24.0
2040,21.0
2042,33.0
2044,35.0
2050,31.0
2054,22.0
2055,22.0
2059,14.0
2060,19.0
2061,18.0
2062,27.0
2066,23.0
2067,24.0
2068,13.0
2069,25.0
2075,19.0
2076,23.0
2080,32.0
2082,26.0
2083,28.0
2085,15.0
2087,25.0
2088,23.0
2091,36.0
2092,26.0
2104,28.0
2105,23.0
2111,29.0
2113,18.0
2115,32.0
2120,14.0
2123,14.0
2124,39.0
2126,21.0
2127,20.0
2129,16.0
2134,26.0
2135,25.0
2139,17.0
2143,18.0
2154,27.0
2156,21.0
2160,15.0
2161,16.0
2166,29.0
2173,23.0
2178,15.0
2182,24.0
2183,26.0
2189,23.0
2191,18.0
2192,24.0
2193,26.0
2194,19.0
2196,21.0
2198,24.0
2199,25.0
2200,34.0
2207,31.0
2212,16.0
2216,18.0
2220,22.0
2225,16.0
2226,25.0
2227,19.0
2229,30.0
2232,28.0
2237,30.0
2240,27.0
2241,30.0
2243,14.0
2246,15.0
2249,33.0
2251,26.0
2254,19.0
2255,16.0
2258,21.0
2259,25.0
2261,25.0
2263,18.0
2267,19.0
2271,33.0
2274,21.0
2277,21.0
2282,30.0
2283,14.0
2285,28.0
2287,27.0
2291,24.0
2293,26.0
2300,19.0
2310,31.0
2313,31.0
2316,21.0
2320,15.0
2322,24.0
2324,15.0
2327,33.0
2330,23.0
2333,21.0
2335,16.0
2337,22.0
2338,17.0
2339,34.0
2341,31.0
2343,14.0
2344,29.0
2360,20.0
2363,21.0
2370,16.0
2371,24.0
2372,19.0
2374,39.0
2380,33.0
2381,15.0
2382,23.0
2386,25.0
2387,27.0
2388,17.0
2390,16.0
2398,16.0
2405,16.0
2406,20.0
2407,24.0
2411,18.0
2418,20.0
2420,24.0
2422,32.0
2425,28.0
2427,14.0
2430,14.0
2433,28.0
2434,23.0
2438,19.0
2439,24.0
2441,16.0
2443,21.0
2449,30.0
2450,15.0
2451,16.0
2453,15.0
2455,17.0
2462,27.0
2463,32.0
2464,27.0
2468,28.0
2473,22.0
2480,22.0
2484,15.0
2485,19.0
2487,34.0
2488,30.0
2489,31.0
2490,22.0
2495,19.0
2496,28.0
2497,30.0
2504,21.0
2506,19.0
2508,32.0
2511,21.0
2512,30.0
2520,17.0
2521,29.0
2522,12.0
2524,20.0
2526,25.0
2529,14.0
2535,26.0
2538,16.0
2547,17.0
2551,37.0
2554,14.0
2557,20.0
2559,24.0
2561,15.0
2562,24.0
2564,15.0
2566,21.0
2568,24.0
2569,19.0
2571,20.0
2572,22.0
2578,33.0
2582,13.0
2594,17.0
2595,14.0
2599,17.0
2600,23.0
2603,21.0
2609,30.0
2611,28.0
2616,15.0
2620,32.0
2622,12.0
2623,14.0
2626,28.0
