user.id,age
2,21.347942
8,24.086454
9,22.893398
10,22.126764
11,22.472284
13,22.593058
20,22.806787
26,22.71516
27,24.187084
29,22.319765
31,23.12228
33,22.73335
35,22.999289
36,23.589668
38,23.136038
48,22.895645
49,22.553738
53,21.214252
54,22.88856
59,21.462696
66,22.36846
68,21.90491
72,22.532953
76,21.875525
83,22.189285
89,22.085894
90,23.488108
91,22.11402
94,26.02553
95,22.477798
96,22.945694
101,22.077896
105,22.491005
108,23.077126
115,23.258255
119,23.199642
120,22.35723
123,23.938686
124,23.173326
126,22.957699
134,22.359629
137,23.255577
140,22.74
142,23.098396
144,23.602797
145,23.719873
146,23.291945
147,20.886532
154,22.166899
155,22.01608
157,24.138292
166,24.52967
167,22.82892
169,20.901836
172,22.857357
175,23.890244
183,22.845934
184,23.582092
185,22.216135
188,22.440044
194,22.692415
200,23.035902
204,22.160643
216,21.684736
217,23.701046
221,24.365717
222,20.71033
223,22.860607
229,22.568726
230,22.73693
232,22.955082
236,23.091639
240,22.9297
242,22.882181
246,22.781317
247,21.727081
250,22.706182
260,23.53536
263,23.01779
265,21.868967
267,22.298515
270,27.179998
271,21.801886
273,22.558516
275,22.5818
276,22.503948
277,24.356592
282,22.930027
283,23.429953
288,22.453678
289,22.2671
290,22.88981
298,19.707949
300,22.271906
303,22.7611
304,24.218134
305,23.080593
306,23.258995
307,21.64077
312,22.12917
320,21.424232
321,22.219812
323,21.770487
325,22.473028
327,24.862879
330,23.048914
331,22.610266
332,22.167442
333,23.873407
334,21.834953
339,21.983915
341,22.676977
342,23.164854
354,21.928696
355,22.427162
364,22.97579
365,22.418571
370,23.083626
378,23.011961
379,22.384586
387,22.224136
392,23.023458
401,22.63692
402,22.538197
406,22.020218
408,23.36746
409,22.852415
410,23.511873
411,23.129759
413,26.119743
416,22.042953
417,25.590868
421,23.49051
424,24.490875
426,22.545427
430,20.912893
432,22.748573
433,21.818623
434,22.679031
435,22.971739
436,23.232029
440,22.819471
446,23.178522
451,23.219482
452,24.260494
453,23.498087
454,23.553905
458,22.422522
462,22.77211
465,22.466303
466,24.323582
468,24.520203
470,22.84329
471,23.16777
477,23.45713
480,22.659882
485,23.884068
486,21.41827
488,22.414762
496,22.20954
502,22.491451
503,22.938604
504,23.617094
505,23.061108
506,23.14314
507,24.381308
513,22.72558
515,22.397753
516,24.092316
517,22.523989
521,23.1472
526,21.927662
529,22.547642
530,22.653
534,25.027672
536,22.777494
538,23.124315
542,22.77484
546,21.234451
552,21.836329
561,22.559353
563,22.28763
564,23.24765
569,23.846066
572,22.88345
574,21.891489
577,22.147402
578,23.050694
584,23.91904
587,22.221472
588,20.65393
589,25.216179
596,26.000465
597,24.074379
598,21.535934
602,22.196781
604,22.015926
607,22.010841
609,22.255966
613,22.842972
617,20.511106
620,22.813154
624,25.835138
626,22.92562
633,23.064062
639,23.158041
640,22.545168
646,23.12035
647,23.113398
650,23.341724
662,22.638674
665,23.018312
666,22.58052
670,22.95856
671,22.504347
673,23.157545
681,22.170835
682,22.407185
684,23.105566
686,22.364933
702,22.341665
703,20.982258
710,22.917044
714,23.407942
715,24.641058
716,21.767231
717,21.917093
718,23.773159
722,25.659615
723,23.062246
726,21.7008
734,23.43098
736,23.594986
737,22.549337
739,22.358698
740,23.38182
749,23.01673
755,22.21707
759,22.506065
760,23.628399
761,22.114544
762,22.535183
763,24.00513
764,22.989954
766,22.281391
767,21.830347
768,21.167795
769,22.737627
770,22.075815
